time_stamp,Tair,Tsurf,5.8 cm,0 cm,-15 cm
2018-09-10 11:00:00,0.5815521,1.5546603,1.54655041655326,0.012796515916421,0.65
2018-09-10 12:00:00,1.33505,2.201141,2.60553939964888,0.099753216652005,0.62
2018-09-10 13:00:00,1.836983,1.956893,4.25774706496708,0.639993777252641,0.6
2018-09-10 14:00:00,1.971652,2.216022,3.38208433758621,0.948760066061027,0.57
2018-09-10 15:00:00,2.167893,2.3601,3.9734020392973,1.69204280213808,0.57
2018-09-10 16:00:00,2.075342,1.361375,3.13544008337226,1.67197746219074,0.59
2018-09-10 17:00:00,2.295329,1.127517,2.73975710549502,1.5472237485364,0.62
2018-09-10 18:00:00,1.090477,-0.7621964,-0.201970056192636,0.643335736088432,0.65
2018-09-10 19:00:00,0.09265927,-1.49923851,-1.9317900902351,-0.087134736128633,0.65
2018-09-10 20:00:00,-0.6541227,-0.6896702,-2.09232043631016,-0.18496719919699,0.65
2018-09-10 21:00:00,-1.142185,-0.531418,-4.01076185345772,-0.320508365355693,0.63
2018-09-10 22:00:00,-2.006166,-1.899951,-4.51473660887729,-0.442220385965015,0.6
2018-09-10 23:00:00,-2.086465,-1.531718,-4.23432230120778,-0.438224124175918,0.57
2018-09-11 00:00:00,-2.236778,-2.088332,-4.32232653376178,-0.448878001751893,0.54
2018-09-11 01:00:00,-2.177426,-2.253111,-4.72416919045395,-0.525190922512024,0.51
2018-09-11 02:00:00,-2.506992,-2.413618,-5.34827206984454,-0.619978952878114,0.48
2018-09-11 03:00:00,-2.398143,-2.069431,-4.2614679887273,-0.510032605324057,0.45
2018-09-11 04:00:00,-2.050429,-2.033449,-3.46107041719688,-0.440202754395216,0.42
2018-09-11 05:00:00,-2.00133,-2.176799,-4.79157216320334,-0.597448859979068,0.39
2018-09-11 06:00:00,-2.252765,-1.96953,-4.23867151433825,-0.563057233923814,0.38
2018-09-11 07:00:00,-1.445181,-1.7530546,-2.68637608298081,-0.430309361415254,0.35
2018-09-11 08:00:00,-0.7697226,-1.6461222,-1.40139568347917,-0.333786578636023,0.34
2018-09-11 09:00:00,0.1954993,0.1056569,-0.207207340094385,-0.164287627140482,0.31
2018-09-11 10:00:00,0.6828443,1.0281706,0.72581071215842,-0.038429535803687,0.29
2018-09-11 11:00:00,1.041907,0.741788,1.96745411353572,0.015027540247047,0.28
2018-09-11 12:00:00,1.335958,2.103959,2.58686015447807,0.205141921110112,0.27
2018-09-11 13:00:00,1.905832,3.19137,3.68489695681131,0.507876668379254,0.25
2018-09-11 14:00:00,2.637905,2.456196,3.92940368185828,0.557572297830291,0.24
2018-09-11 15:00:00,2.832865,1.331543,4.17285576678785,0.395627592898904,0.22
2018-09-11 16:00:00,2.967299,2.536222,4.29816688560794,0.470607116210431,0.22
2018-09-11 17:00:00,2.365392,2.298351,2.37978032215568,0.451917277113125,0.21
2018-09-11 18:00:00,1.32188,1.341664,1.31898985975516,0.277038839392617,0.19
2018-09-11 19:00:00,0.3859811,-0.04941777,0.007786618937701,-0.060299930186261,0.19
2018-09-11 20:00:00,0.2678111,0.1620095,-0.832385219682863,-0.099807239746383,0.17
2018-09-11 21:00:00,0.03909626,0.21221126,-1.09080962908854,-0.067067759931149,0.17
2018-09-11 22:00:00,-0.2495602,-0.0629357,-0.933736694640174,-0.07062759424025,0.17
2018-09-11 23:00:00,-0.5354655,-0.3042758,-1.12094722845853,-0.086860935729192,0.17
2018-09-12 00:00:00,-0.6668998,-0.4599374,-1.26404759522433,-0.09335378282276,0.15
2018-09-12 01:00:00,-0.6468824,-0.397672,-1.25184204325518,-0.102857868939168,0.15
2018-09-12 02:00:00,-0.5791996,-0.3639224,-1.55276738661183,-0.128824841075527,0.15
2018-09-12 03:00:00,0.374295,0.5316016,-1.90234585343023,-0.193449318807041,0.12
2018-09-12 04:00:00,-0.03731355,-0.3825088,-2.62241262460549,-0.395219026094082,0.12
2018-09-12 05:00:00,-1.44459,-2.146399,-4.64912691251595,-0.549403894768375,0.12
2018-09-12 06:00:00,-1.766474,-1.69529,-4.92592034018207,-0.569752848997041,0.12
2018-09-12 07:00:00,-1.615831,-1.7861059,-2.74202545611479,-0.322226785157852,0.1
2018-09-12 08:00:00,-0.7463322,-1.5194387,-0.926771051946446,-0.163818492964992,0.1
2018-09-12 09:00:00,0.01332824,-0.13098252,-0.14825806085878,-0.073991755790416,0.1
2018-09-12 10:00:00,-0.08215494,0.19606504,-0.032599499065782,-0.021917028562882,0.09
2018-09-12 11:00:00,0.2048043,0.4019043,1.76658561102806,0.186409214860532,0.09
2018-09-12 12:00:00,0.595108,0.0008934,1.75714103776943,0.271706080154843,0.09
2018-09-12 13:00:00,0.85894,0.8325256,1.51950157300075,0.236224829961486,0.09
2018-09-12 14:00:00,0.3398304,0.6977924,1.07130936863376,0.228228073444939,0.06
2018-09-12 15:00:00,1.292572,0.881222,1.82029207052608,0.390761226737823,0.06
2018-09-12 16:00:00,2.439752,1.131382,2.45863900676568,0.482898261290302,0.06
2018-09-12 17:00:00,3.577859,2.117028,2.3778645122477,0.582839656717397,0.06
2018-09-12 18:00:00,3.564792,1.751132,2.00519044381826,0.409992223918607,0.06
2018-09-12 19:00:00,3.557594,2.130728,1.909781464346,0.411562219791279,0.06
2018-09-12 20:00:00,3.369486,2.230784,1.81715550135823,0.424750893125747,0.06
2018-09-12 21:00:00,3.064836,1.726276,1.84153573701468,0.314491485905023,0.06
2018-09-12 22:00:00,3.373609,1.725141,2.23320371655854,0.360232611469769,0.06
2018-09-12 23:00:00,3.388798,1.519076,2.10016641441831,0.267824271957295,0.06
2018-09-13 00:00:00,2.932748,0.908383,1.2987914569743,0.054173806411825,0.06
2018-09-13 01:00:00,2.223668,0.584081,0.62151623374217,-0.080719853267283,0.06
2018-09-13 02:00:00,2.356377,0.449197,0.493737382146435,-0.110523281158692,0.06
2018-09-13 03:00:00,2.300367,0.372688,0.192953626232509,-0.09871212707634,0.06
2018-09-13 04:00:00,2.076623,0.446081,0.200517300971853,-0.049580314918103,0.06
2018-09-13 05:00:00,1.713022,-0.163791,-0.366684422551771,-0.076182332170333,0.06
2018-09-13 06:00:00,0.8830812,0.2421799,-0.899925516022336,-0.128512012423698,0.05
2018-09-13 07:00:00,0.5564004,0.1146147,-0.045080977764712,-0.07978106701637,0.04
2018-09-13 08:00:00,0.3816399,-0.1902571,-0.044963601941504,-0.08322325467077,0.04
2018-09-13 09:00:00,0.5436515,0.5502629,-0.044454972310007,-0.055370567277237,0.04
2018-09-13 10:00:00,1.125852,1.848739,1.20551199255652,0.104727089452297,0.04
