time_stamp,Tair,Tsurf,35 cm,25 cm,15 cm,5 cm,0 cm,-15 cm
2018-09-02 17:00:00,6.934532,7.76,5.85262658239964,5.97094374087851,6.13565602410284,6.50966743358231,6.87804335887495,1.6
2018-09-02 18:00:00,3.139019,3.76,3.39737028927254,3.45119402870097,3.51417690026841,3.55618994666787,4.42093245480004,1.7
2018-09-02 19:00:00,2.27272,3.033,3.23077380906989,3.26721876756136,3.33120334734065,3.35216515072585,3.78948024324916,1.8
2018-09-02 20:00:00,1.662136,0.16,0.528184841099744,0.51620382822199,0.484901077132861,0.318256912665049,1.56536559093655,1.9
2018-09-02 21:00:00,2.05275,1.204,1.61061389285487,1.62179005588229,1.61196131531193,1.49570542059519,1.75924417181159,2
2018-09-02 22:00:00,1.849327,1.623,1.90684101684138,1.93764017536785,1.96168944703544,1.89337159924418,1.95087655385282,2
2018-09-02 23:00:00,2.222588,1.823,2.02332766270285,2.06764944789541,2.10840668217327,2.05797984783214,2.01680427614741,2
2018-09-03 00:00:00,3.070908,2.284,2.59561936617877,2.63066389277799,2.66664136225467,2.57998131074908,2.30556871986374,2
2018-09-03 01:00:00,3.919228,2.868,3.46451367048377,3.48643480250308,3.51567125847782,3.33152580037256,2.75473931529331,2
2018-09-03 02:00:00,3.71563,3.025,3.48393156833868,3.52411282879535,3.54172554565417,3.39652324341148,2.94433894607624,1.9
2018-09-03 03:00:00,3.85136,3.193,3.56023069898634,3.58581289208445,3.63133740824293,3.5051708878508,3.10749016819062,1.9
2018-09-03 04:00:00,2.663712,2.642,2.82479352913867,2.85426500505559,2.87945317116061,2.83341351225624,2.74953133616657,1.9
2018-09-03 05:00:00,5.106876,3.252,4.01340165768994,3.93463847014317,3.90185526193591,3.73087723423214,2.99067262141659,1.9
2018-09-03 06:00:00,5.815144,4.287,5.47494918091104,5.27329358774659,5.09406713921294,4.90712461636184,3.88615780683591,1.8
2018-09-03 07:00:00,5.325684,4.755,5.45190970181852,5.38783350538853,5.10732273501731,5.10312351103988,4.44967214356223,1.8
2018-09-03 08:00:00,5.325661,5.085,5.41581360717305,5.39080873792182,5.20508121505418,5.22115965298656,4.83586944700699,1.8
2018-09-03 09:00:00,5.359581,5.389,5.50925270322108,5.50105814778681,5.35172685534855,5.34495361977139,5.1712038779624,1.8
2018-09-03 10:00:00,5.393505,5.407,5.44281168202815,5.42552848726047,5.339585023052,5.32228421690996,5.22478807625328,1.8
2018-09-03 11:00:00,6.716434,6.422,5.95236968743626,5.99568885536041,6.03057150270837,6.00748120305315,6.02986284456875,1.8
2018-09-03 12:00:00,7.764584,8.6,7.44171286056871,7.52408661623269,7.74177727781557,7.80565983132851,8.01560936781408,1.8
2018-09-03 13:00:00,7.036324,9.12,7.37976789436391,7.39444040598653,7.47598690668127,7.61117574010098,8.43035930672937,1.8
2018-09-03 14:00:00,6.290283,9.01,6.79913230035953,6.57013388041122,6.67801446217408,7.0777408870311,8.36565282581756,1.8
2018-09-03 15:00:00,5.510357,6.806,6.02290169445081,5.88993607804116,5.95649221252688,6.1433797624253,6.47379063811314,1.9
2018-09-03 16:00:00,7.816223,5.815,6.05612958704808,5.90429101728086,6.01394073364213,6.11979369068303,5.73350609431935,1.9
2018-09-03 17:00:00,5.612087,4.664,5.68117452756871,5.59402415320972,5.64791088825649,5.5900463834617,5.06315997347787,2
2018-09-03 18:00:00,3.475769,3.179,4.74471872502659,4.76951546509986,4.7373426724397,4.73455634126145,3.83863658787578,2
2018-09-03 19:00:00,1.152733,0.409,1.81640114988898,1.77936483790671,1.71187372722812,1.47939541089306,1.74150766084961,2.1
2018-09-03 20:00:00,1.221161,-0.414,0.774486333223194,0.778028522537852,0.589245671398714,0.424044324947602,0.604377664432491,2.1
2018-09-03 21:00:00,1.204014,-0.138,0.503516897688712,0.49526906688186,0.455333085873747,0.253670299550151,0.475083634695352,2.1
2018-09-03 22:00:00,0.7974091,-0.214,0.236616839409294,0.202476867490873,0.147501601265276,-0.053062317821173,0.283861928675037,2.1
2018-09-03 23:00:00,1.102806,-0.1,0.446538533020828,0.444104426427941,0.414349006602379,0.24175226320915,0.297430664471221,2.1
2018-09-04 00:00:00,0.3562813,-0.101,0.587830819612748,0.590935652922042,0.564252162256992,0.38526714851173,0.285234429119271,2
2018-09-04 01:00:00,-0.01697922,-0.328,0.042350537285529,0.056092241135389,0.055426658900728,-0.087760563746713,0.052529453745876,2
2018-09-04 02:00:00,-0.1497154,-0.377,-0.123037406797039,-0.106925278853055,-0.103796511698704,-0.234485250006514,-0.015303686756852,1.9
2018-09-04 03:00:00,-0.2806511,-0.482,-0.409349758173164,-0.391686148790541,-0.383515339816029,-0.497194141924524,-0.019647394075207,1.8
2018-09-04 04:00:00,0.06219482,-0.527,-0.325624514788672,-0.308400786712355,-0.297776596918709,-0.426980205915925,-0.009629283403513,1.8
2018-09-04 05:00:00,0.03029251,-0.389,-0.083145024006399,-0.068749889947696,-0.068749889947696,-0.202165480425776,-0.003680710685558,1.7
2018-09-04 06:00:00,1.147537,-0.077,0.439393375421048,0.454508572486645,0.463146579099373,0.343244660061146,0.026692040297803,1.7
2018-09-04 07:00:00,1.714108,0.576,1.60843427263808,1.65350146984366,1.67927353623332,1.66737800572685,0.701145376476632,1.6
2018-09-04 08:00:00,1.374306,0.857,1.27831985789703,1.33219380253871,1.38162283404967,1.39863121329864,1.26579360164851,1.6
2018-09-04 09:00:00,1.781502,1.619,1.57166441274927,1.63954735532121,1.70996980654331,1.7900814706781,1.75527602754721,1.5
2018-09-04 10:00:00,4.937252,4.074,3.45062899627123,3.5200333107897,3.61006817790809,3.70067973904139,3.30307367223696,1.5
2018-09-04 11:00:00,5.204811,4.994,5.07171891048705,5.13038137472148,5.22804555770119,5.2084615288494,4.48119942040336,1.4
2018-09-04 12:00:00,5.022564,4.804,5.04575697558715,5.09464342212846,5.15422962735187,5.14747393083781,4.50219712764999,1.4
2018-09-04 13:00:00,5.124432,4.345,4.82372636846816,4.85757574715467,4.86176176963318,4.81909115784646,4.04610559896537,1.4
2018-09-04 14:00:00,3.905022,3.957,4.46322901709988,4.48471227916309,4.45122372016311,4.39008113926104,3.71529144440086,1.4
2018-09-04 15:00:00,3.511799,3.485,3.23995417285153,3.28365389455661,3.30371838229428,3.35478571302605,3.27753066254024,1.4
2018-09-04 16:00:00,3.783497,3.754,3.72444017115885,3.71873222577182,3.68825562054747,3.72763840153453,3.54924027861341,1.4
2018-09-04 17:00:00,4.360355,4.006,4.09337583802557,4.11431647023483,4.09199353170817,4.02375993574509,3.80394465244541,1.5
2018-09-04 18:00:00,4.731758,4.383,4.64511752846289,4.65739716987548,4.64098380444864,4.51261628512901,4.09284730647971,1.5
2018-09-04 19:00:00,5.845131,4.633,5.05443741502887,5.05394371467418,4.98724075683157,4.91381836557622,4.3851443695828,1.5
2018-09-04 20:00:00,5.495949,4.703,5.46886805427073,5.46208425189508,5.34714246483429,5.19131416315435,4.53366296438895,1.5
2018-09-04 21:00:00,5.597073,4.417,5.29830085672876,5.37742111742512,5.20990439123028,4.99998474265408,4.33196022116454,1.6
2018-09-04 22:00:00,5.52919,4.176,5.38824672509554,5.47896216821107,5.25592539408621,4.947542198387,4.10276798642872,1.6
2018-09-04 23:00:00,5.054291,3.847,5.0934085354333,5.05805798042593,4.90121159486648,4.58706018219863,3.81857356383125,1.6
2018-09-05 00:00:00,4.275436,3.005,4.40077168757608,4.32099320333521,4.23758522431672,3.9562302611987,3.1759923109384,1.6
2018-09-05 01:00:00,3.846935,2.146,3.73848896030694,3.6252715204476,3.48498130325339,3.18279296624883,2.41514940569971,1.7
2018-09-05 02:00:00,3.647766,2.291,3.54661409073833,3.44203286556325,3.36651868807888,3.1041930277824,2.37742547750736,1.7
2018-09-05 03:00:00,3.444168,2.235,3.62126826098427,3.5245975362979,3.40015349535219,3.12317327037658,2.30556871986374,1.7
2018-09-05 04:00:00,2.799446,2.028,3.18983558685727,3.1370489645592,2.95048068364235,2.73551122614327,2.06741068181708,1.7
2018-09-05 05:00:00,2.222588,1.802,2.34729620486206,2.32563251278589,2.20387328630585,2.08273258613741,1.89651034187477,1.7
2018-09-05 06:00:00,2.39225,1.983,2.44258283487744,2.44641691454888,2.35384009239044,2.25010432449244,1.96709629772795,1.6
2018-09-05 07:00:00,2.222588,2.126,2.20817669488719,2.23679088143655,2.25572517947438,2.23364214122643,2.10454522124206,1.6
2018-09-05 08:00:00,2.120789,2.372,2.20749929480758,2.24492224391457,2.2934046923375,2.3062467567965,2.28168071560134,1.6
2018-09-05 09:00:00,2.256519,2.803,2.37507068681236,2.42812645583717,2.50246689472988,2.54359527314983,2.58925986227507,1.6
2018-09-05 10:00:00,2.527981,3.171,2.60873962049868,2.66688152263208,2.74456398267819,2.79849727163588,2.85675144350665,1.6
2018-09-05 11:00:00,2.595848,3.345,2.76880224010137,2.81821879949922,2.88988331241706,2.96320697372238,2.98432751642133,1.6
2018-09-05 12:00:00,2.935177,4.067,3.01794531493658,3.07769946216979,3.18118329897192,3.31669413156777,3.55772541109144,1.5
2018-09-05 13:00:00,2.494049,4.048,2.87311540414038,2.94775097396081,3.05406655530754,3.19691898708902,3.65329938405432,1.5
2018-09-05 14:00:00,2.222588,4.243,2.5603072231587,2.65739562972902,2.78739564434471,2.99974926431139,3.72148494759267,1.6
2018-09-05 15:00:00,2.222588,3.999,2.32543305237164,2.42022024148588,2.5433554089085,2.70471405392749,3.45950848452026,1.6
2018-09-05 16:00:00,3.138771,5.152,2.77853929354256,2.86268707053051,2.9993074608127,3.23129722646695,4.17480913336385,1.6
2018-09-05 17:00:00,2.15472,4.674,2.6754876534348,2.73843525547773,2.82523453299325,3.02634157494458,4.07455401222956,1.6
2018-09-05 18:00:00,1.645729,3.094,2.03188026260949,2.07485247523732,2.13651597589819,2.27039663896079,3.03951997610875,1.6
2018-09-05 19:00:00,1.340336,2.106,1.60455068907015,1.6518760441723,1.68839429274817,1.80195035626031,2.29045363488007,1.7
2018-09-05 20:00:00,1.17067,1.531,1.29926574415941,1.35247697522613,1.40503966006605,1.44579292907355,1.7864694530453,1.7
2018-09-05 21:00:00,0.8690224,1.159,1.11088382519193,1.16022183225579,1.21226550799628,1.22071780825422,1.46356264336004,1.7
2018-09-05 22:00:00,0.533947,0.694,0.715464079249443,0.752408871046839,0.808928407421433,0.804046913692446,1.04543304554818,1.7
2018-09-05 23:00:00,0.4014397,0.455,0.515418225184646,0.544095701375397,0.598324660950254,0.590542632052291,0.765631284219126,1.8
2018-09-06 00:00:00,0.7467155,0.429,0.544881471626582,0.563544866733935,0.623796301887182,0.591564488723179,0.683406518076424,1.7
2018-09-06 01:00:00,0.4408836,0.464,0.604613501308677,0.6206120796395,0.675540829425642,0.658670513624656,0.71605416933744,1.7
2018-09-06 02:00:00,0.6108742,0.32,0.531681140565468,0.560362083080179,0.599936147983158,0.583271954783641,0.613261142262502,1.7
2018-09-06 03:00:00,0.6435928,0.492,0.691941323309607,0.718886638882282,0.760082428776514,0.728682736787107,0.733128598380119,1.7
2018-09-06 04:00:00,0.4752045,0.462,0.57647324720557,0.625840534241547,0.673456500833481,0.654541744400774,0.724630446408526,1.6
2018-09-06 05:00:00,0.3394279,0.46,0.5461387135839,0.60194070785326,0.652850952395397,0.634607503669258,0.73005975734435,1.6
2018-09-06 06:00:00,0.1697044,0.384,0.335359502867277,0.388642056388221,0.443044425807841,0.445714072709222,0.600368501480716,1.5
2018-09-06 07:00:00,0.1697044,0.147,0.089688497805128,0.118474662698418,0.171009473798051,0.161488322796686,0.30539212270304,1.5
2018-09-06 08:00:00,0.610981,0.895,0.34646161858717,0.387307780628873,0.462793195368818,0.509447791354774,0.797315480019563,1.5
2018-09-06 09:00:00,1.391701,2.163,0.906045839957926,0.934336486553377,1.04764178859648,1.15749785388113,1.61398247890219,1.4
2018-09-06 10:00:00,1.523178,2.977,1.43000429744046,1.44567420958583,1.54152035537305,1.71734767911636,2.34929124852488,1.4
2018-09-06 11:00:00,0.9442749,2.465,1.00651040098359,1.03864929526986,1.15848479552409,1.29748717694991,2.02117967469013,1.4
2018-09-06 12:00:00,1.624802,3.255,1.39368666323031,1.34737620111946,1.59725942022448,1.71278603399998,2.43838947534198,1.4
2018-09-06 13:00:00,2.158768,4.119,1.9769963043272,1.85245697079921,2.19108363961845,2.28937691856828,3.31967639455752,1.4
2018-09-06 14:00:00,1.849365,3.676,1.89257699513189,1.81870392312175,2.07497186652012,2.13958217078044,3.13515853199897,1.4
2018-09-06 15:00:00,2.324425,4.298,2.54023722576727,2.4414645888055,2.60309930012687,2.83549846013068,3.71419851842319,1.4
2018-09-06 16:00:00,1.951164,2.974,1.97520707951827,1.90374171187295,2.07891185369863,2.16088870437966,2.75321695435395,1.4
2018-09-06 17:00:00,1.442173,2.275,1.72032276500613,1.7301609446796,1.80647595149804,1.82803461586309,2.13747166348855,1.4
2018-09-06 18:00:00,1.44688,1.613,1.54607512576433,1.56354335486901,1.61422026521365,1.57633923407667,1.58818561144756,1.5
2018-09-06 19:00:00,0.8062248,1.049,1.18098923916716,1.19619197119204,1.23865128711645,1.18616190270888,1.18414809143007,1.5
2018-09-06 20:00:00,0.3686485,0.338,0.693081961469943,0.704449553360973,0.741824040877361,0.663035353115617,0.628120676748438,1.5
2018-09-06 21:00:00,0.4736481,0.031,0.820857353432643,0.817077765512124,0.818652580291825,0.618803789916171,0.404811364614204,1.5
2018-09-06 22:00:00,0.3391838,-0.508,0.425064924594778,0.415055524909462,0.411287469220099,0.220231766807842,0.018158859235825,1.5
2018-09-06 23:00:00,-1.525879E-05,-0.45,0.107155341116879,0.0945445399351,0.094740351479402,-0.090811436210231,-0.127065171536572,1.5
2018-09-07 00:00:00,-0.06790543,-0.554,-0.087917020245527,-0.086352447954425,-0.058030878495345,-0.19122134187262,-0.054705482096779,1.5
2018-09-07 01:00:00,-0.1697388,-0.476,-0.045628730388899,-0.039446834332978,-0.015303686756852,-0.157367752230016,-0.040111987319449,1.5
2018-09-07 02:00:00,-0.509182,-0.612,-0.305041745363496,-0.293792340811024,-0.259062528394566,-0.385026170587821,-0.090342075230467,1.4
2018-09-07 03:00:00,-0.7128487,-0.755,-0.508881826851109,-0.500935383968567,-0.457888372762511,-0.562495679119252,-0.16510860848939,1.4
2018-09-07 04:00:00,-1.052292,-0.998,-0.844657272813322,-0.835406590981847,-0.784959247440725,-0.861615602184941,-0.311681641719076,1.4
2018-09-07 05:00:00,-1.593834,-1.343,-1.25471674839798,-1.24219204829416,-1.18965255574545,-1.27977151633036,-0.506186243021432,1.3
2018-09-07 06:00:00,-1.759125,-1.613,-1.58164477986793,-1.56211175617557,-1.50899579546029,-1.59700309255993,-0.617464496290438,1.3
2018-09-07 07:00:00,-1.584538,-1.397,-1.55625848187174,-1.53365455993571,-1.46515297016447,-1.52596937396913,-0.553920033534951,1.3
2018-09-07 08:00:00,-1.279785,-1.061,-1.38224559451743,-1.36071753588084,-1.28028811594123,-1.33610789175987,-0.465474023377283,1.2
2018-09-07 09:00:00,-0.8092728,-0.382,-0.818103089164708,-0.8114950704188,-0.711210946495385,-0.651014786922644,-0.158462442546181,1.2
2018-09-07 10:00:00,-0.237545,0.183,-0.268243824288959,-0.298323447721543,-0.19907774859405,-0.087330307538252,-0.040855390095544,1.2
2018-09-07 11:00:00,1.289906,1.583,0.49636874864666,0.442848130298103,0.483290967951461,0.65336211978655,0.133359544572613,1.1
2018-09-07 12:00:00,4.470512,4.051,2.60149926720737,2.41139635054702,2.06908205555919,2.6959051881293,0.895093778862019,1.1
2018-09-07 13:00:00,7.435322,5.389,4.29584384421185,3.91455322085102,3.3779305501065,4.17216396033183,2.83890664430845,1.1
2018-09-07 14:00:00,8.800133,7.051,5.05645339079314,4.68867780776361,4.46719033481236,5.3341342227132,5.57960575506303,1.1
2018-09-07 15:00:00,7.744133,8,5.20054688243937,5.03625485973657,4.98370569774994,5.72441489906413,6.81397112607868,1.1
2018-09-07 16:00:00,0.8655586,3.523,1.8862600975275,1.92217989758717,1.99226555970409,2.31322680653057,3.17124421775401,1
2018-09-07 17:00:00,0.9249725,1.095,0.579617115224437,0.615619687455762,0.639836510682358,0.667636286431048,1.11640869191484,1
2018-09-07 18:00:00,0.69561,1.251,0.900175732672153,0.945607229926338,0.961451031383774,0.940286998083593,1.17092094641976,1.1
2018-09-07 19:00:00,0.4580803,0.158,0.542720614487507,0.566256186520434,0.523824414908404,0.395038910447852,0.446302972424462,1.1
2018-09-07 20:00:00,0.3605843,-0.316,0.358113908333962,0.372513880024485,0.315707393883486,0.153887526967253,-0.007555137076508,1.1
2018-09-07 21:00:00,0.603756,-0.332,0.459220144650885,0.46652340317911,0.40704852993872,0.243947615621209,-0.093392895513205,1.1
2018-09-07 22:00:00,0.6065826,-0.168,0.502102948164918,0.520524726621375,0.503870387377162,0.371729101884682,0.032955239431829,1.1
2018-09-07 23:00:00,0.84655,-0.1,0.713300438402143,0.723096116903662,0.666574518321113,0.498489588677671,0.037574519302609,1.1
2018-09-08 00:00:00,0.2030716,-0.166,0.632012734775174,0.636927112857848,0.585983674582224,0.423573281516383,0.027944658848185,1.1
2018-09-08 01:00:00,0.4752045,-0.238,0.393508347831016,0.357525385422775,0.319590525618651,0.194050922107181,0.012561673207245,1.1
2018-09-08 02:00:00,0.305481,-0.279,0.177200519573432,0.200713256414076,0.197382050444901,0.09297805705404,0.013031358998262,1.1
2018-09-08 03:00:00,0.2715378,-0.204,0.274568492014907,0.319590525618651,0.308294441589055,0.20047810991565,0.013031358998262,1.1
2018-09-08 04:00:00,-1.525879E-05,-0.284,0.015458092675772,0.0582064635542,0.075473755083635,0.011270044968967,0.014596989071606,1.1
2018-09-08 05:00:00,0.2036476,-0.431,-0.063116636275595,-0.031034349766742,-0.01929520631262,-0.119322383468841,0.013031358998262,1.1
2018-09-08 06:00:00,0.5091476,-0.229,0.34155774810722,0.389309199101717,0.393940043260272,0.268333998255173,0.020546534539676,1.1
2018-09-08 07:00:00,0.2036476,-0.098,0.331358250423591,0.369963367325056,0.396412506741797,0.33755631774045,0.039610180149964,1
2018-09-08 08:00:00,0.6449242,0.028,0.452152847387936,0.486118489431249,0.526338517301838,0.479678109480972,0.039610180149964,1
2018-09-08 09:00:00,1.493534,0.268,0.922081682049679,0.933233111326331,0.961332786657351,0.915383417129362,0.048692702454048,1
2018-09-08 10:00:00,2.164272,1.207,1.76464107464005,1.71076310290471,1.80933431741869,1.66947945828025,0.718453896502297,1
2018-09-08 11:00:00,2.121048,2.55,2.05535368750623,2.10128100270731,2.15598981300138,2.20510850591597,1.95413620973176,1
2018-09-08 12:00:00,2.019032,3.204,2.25353261139389,2.30560860426647,2.39339158396928,2.48352708849802,2.59789928676497,1
2018-09-08 13:00:00,2.188694,3.13,2.22419648871249,2.24627753247944,2.38548805095246,2.38005971408512,2.58973981073643,0.9
2018-09-08 14:00:00,2.120827,3.301,2.31801339810198,2.35479776930521,2.46542969234935,2.53072336600246,2.74616632732574,0.9
2018-09-08 15:00:00,1.883297,3.123,2.14129450003804,2.20435143410975,2.28303648204673,2.37443210880252,2.68029140032144,0.9
2018-09-08 16:00:00,1.849365,2.873,2.09849455385466,2.16538951209111,2.23838521641079,2.30289649981438,2.53436091221579,1
2018-09-08 17:00:00,1.781502,2.5,1.96105336467463,2.01481551740289,2.07982722505909,2.12035023227173,2.2602699218196,1
2018-09-08 18:00:00,1.917416,2.652,2.06367008282535,2.10733182845922,2.1607293872666,2.21929465023317,2.38939982454787,1
2018-09-08 19:00:00,1.713806,1.719,1.77488003526599,1.77734070105271,1.74503886685847,1.7098111479437,1.80877851826818,1.1
2018-09-08 20:00:00,1.444687,1.154,1.48620416496874,1.48774806598334,1.48216636721935,1.41880713763578,1.35216064174932,1.1
2018-09-08 21:00:00,1.314552,0.785,1.25172782211314,1.24414246830742,1.25085864267527,1.15501079642945,1.03182647898893,1.1
2018-09-08 22:00:00,1.112106,0.727,1.1097788817313,1.12074983343848,1.14751045449088,1.07008643254977,0.934257673716843,1.2
2018-09-08 23:00:00,1.352135,0.799,1.16286691309574,1.18363477233737,1.21179156476501,1.13673445505447,0.941311617844292,1.2
2018-09-09 00:00:00,1.012737,0.62,1.07407088181475,1.06401138131963,1.08432847252197,0.98328880325397,0.849759136766124,1.2
2018-09-09 01:00:00,0.5383873,0.164,0.536434682031654,0.526652783396685,0.536198965276981,0.423337760406923,0.533095399830529,1.2
2018-09-09 02:00:00,0.440403,-0.089,0.219095073424228,0.232853593396214,0.243045948909128,0.153260675112847,0.296528655822385,1.2
2018-09-09 03:00:00,0.3733711,-0.242,0.062121770731835,0.062356692487413,0.056170545126122,-0.057444049195681,0.144328332301711,1.2
2018-09-09 04:00:00,0.3733711,-0.108,0.309157304743337,0.280764048305855,0.277666236099549,0.12822800460026,0.077274995802384,1.2
2018-09-09 05:00:00,-0.1357956,-0.08,0.042937763311386,0.093643810220783,0.118905519368639,0.083227079560572,0.054878534620968,1.2
2018-09-09 06:00:00,-0.06790543,-0.191,-0.013542688201824,0.038709788226925,0.067290136359532,0.063766230928764,0.039610180149964,1.1
2018-09-09 07:00:00,-0.06790543,-0.285,-0.006889838723794,0.039610180149964,0.06838647978617,0.065763100264576,0.048262052951088,1.1
2018-09-09 08:00:00,-0.1697388,-0.483,-0.055370567277237,-0.020195240050043,0.032289761892514,0.053547384177023,0.123135816489594,1.1
2018-09-09 09:00:00,0.1018181,-0.42,-0.038116519478194,-0.02903876059753,0.026535463726646,0.065958873233228,0.240615397641477,1.1
2018-09-09 10:00:00,0.5088158,-0.116,0.098225841013914,0.107977822651378,0.129481493752792,0.094701189149419,0.3157466168974,1.1
2018-09-09 11:00:00,0.7985229,0.478,0.364430878040821,0.409913724595185,0.462753930566407,0.531838279750502,0.08549833336366,1.1
2018-09-09 12:00:00,0.6956482,1.672,1.06022448762866,1.02587161064184,1.09146983832323,1.36758288489887,1.41611681367374,1
2018-09-09 13:00:00,0.6956482,3.134,1.13914219654566,1.15655039743234,1.27179971856879,1.66242190452266,2.26138620460949,1
2018-09-09 14:00:00,0.7295837,3.003,1.18868908577906,1.34401534615171,1.32816130488874,1.77595160883828,2.3719576564722,1
2018-09-09 15:00:00,0.5605125,2.345,0.968151747986781,1.18012056921964,1.05221716742466,1.44773203115318,2.03359086424507,1
